Accession	Taxid	Species_NCBI	Species_ICTV	Segment	Sequence_Type	Category	Topology	Molecule_type	Molecule_Type2	Length	Nuc_Completeness	GenBank_Title	Geo_Location	USA	Host	Isolation_Source	Collection_Date	Release_Date	NCBI_Status	Virus name(s)	VMR_Species	VMR_Family	VMR_Genus	Virus GENBANK accession	Genome coverage
NC_076495.1	2771210	Yam asymptomatic virus 1	Ampelovirus dioscoreae		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	14855	complete	Yam asymptomatic virus 1 isolate VU567Da, complete genome	Vanuatu		Dioscorea alata	plant leaf	2003	2023-05-04		yam asymptomatic virus 1		Closteroviridae	Ampelovirus		
NC_076505.1	12045	Potato leafroll virus	Polerovirus PLRV		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	5883	complete	Potato leaf roll virus (Canadian isolate) genomic RNA, complete sequence						2023-05-04		potato leafroll virus		Solemoviridae	Polerovirus		
NC_076510.1	2358214	Sowthistle yellow vein virus	Betanucleorhabdovirus venasonchi		RefSeq	NonSegmented_Complete	linear	ssRNA(-)	RNA	13721	complete	Sowthistle yellow vein virus isolate HWY65, complete genome	USA		Sonchus oleraceus		2018-11-01	2023-05-04		sowthistle yellow vein virus		Rhabdoviridae	Betanucleorhabdovirus		
NC_076531.1	2813287	Bacopa monnieri virus 1	Alphacytorhabdovirus bacopae		RefSeq	NonSegmented_Complete	linear	ssRNA(-)	RNA	13332	complete	Bacopa monnieri virus 1 isolate India, complete genome	India		Bacopa monnieri			2023-05-04		Bacopa monnieri virus 1		Rhabdoviridae	Alphacytorhabdovirus		
NC_076532.1	2813288	Bacopa monnieri virus 2	Betanucleorhabdovirus bacopae		RefSeq	NonSegmented_Complete	linear	ssRNA(-)	RNA	13165	complete	Bacopa monnieri virus 2 isolate India, complete genome	India		Bacopa monnieri			2023-05-04		Bacopa monnieri virus 2		Rhabdoviridae	Betanucleorhabdovirus		
NC_076590.1	1980986	Citrus viroid VII	Apscaviroid etacitri		RefSeq	NonSegmented_Complete	circular	ssRNA	RNA	368	complete	Citrus viroid VII clone LD2, complete genome	Australia		Citrus			2023-05-04		Citrus viroid VII		Pospiviroidae	Apscaviroid		
NC_076603.1	2108357	Cherry virus B	Foveavirus betavii		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	8806	complete	Cherry virus B S3 genomic RNA, complete genome	Japan:Yamagata		Prunus avium		2014	2023-05-04		cherry virus B		Betaflexiviridae	Foveavirus		
NC_076606.1	2599303	Aucuba ringspot virus	Badnavirus maculaucubae		RefSeq	NonSegmented_Complete	circular	dsDNA-RT	DNA	9092	complete	Aucuba ringspot virus ToU1 DNA, complete genome	Japan:Tokyo		Aucuba japonica		2012	2023-05-04		aucuba ringspot virus		Caulimoviridae	Badnavirus		
NC_076607.1	2590572	Persimmon waikavirus	Waikavirus diospyri		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	12117	complete	Persimmon waikavirus Waika4 RNA, complete genome	Japan: Hiroshima, Higashihiroshima, Akitsu		Diospyros kaki		2013-11-05	2023-05-04		persimmon waikavirus		Secoviridae	Waikavirus		
NC_076621.1	2029516	Apple chlorotic fruit spot viroid	Apscaviroid maculamali		RefSeq	NonSegmented_Complete	circular	ssRNA	RNA	354	complete	Apple chlorotic fruit spot viroid, complete genome	Austria: Burgenland, Stegersbach			fruit	2016-09	2023-05-04		apple chlorotic fruit spot viroid		Pospiviroidae	Apscaviroid		
NC_076631.1	2358294	Peach chlorotic leaf spot virus	Trichovirus chloropersicae		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	7466	complete	Peach chlorotic leaf spot virus isolate RP19-1, complete genome	China		Prunus persica f. compressa		2017-04-25	2023-05-04		peach chlorotic leaf spot virus		Betaflexiviridae	Trichovirus		
NC_076633.1	2586033	Shallot virus S	Carlavirus sigmascalonici		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	8384	complete	Shallot virus S isolate 13-17, complete genome	France		Allium cepa var. aggregatum		2013	2023-05-04		shallot virus S		Betaflexiviridae	Carlavirus		
NC_076635.1	2315578	Red clover-associated virus 1	Waikavirus trifolii		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	11891	complete	Red clover associated virus 1 isolate NURH6-2017, complete genome	Czech Republic		Trifolium pratense	plant leaf	2017	2023-05-04		red clover-associated virus 1		Secoviridae	Waikavirus		
NC_076638.1	2248769	Birch carlavirus	Carlavirus betulae		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	8896	complete	Birch carlavirus isolate BpenGer407526_5M, complete genome	Germany: Berlin		Betula pendula	plant leaf	2014-07	2023-05-04		birch carlavirus		Betaflexiviridae	Carlavirus		
NC_076653.1	2597809	Mexico trichovirus	Mexico trichovirus		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	8009	complete	Mexico trichovirus, complete genome	Mexico		Prunus persica		2016-07	2023-05-04							
NC_076655.1	2606569	Camellia ringspot associated virus 1	Prunevirus unicamelliae		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	ss-RNA	7779	complete	Camellia ringspot associated virus 1 isolate CJ5, complete genome	USA		Camellia japonica		2016-04-23	2023-05-04		Camellia ringspot associated virus 1		Betaflexiviridae	Prunevirus		
NC_076683.1	2605718	Blueberry green mosaic associated virus	Vitivirus vaccinii		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	7477	complete	Blueberry green mosaic associated virus isolate NJ1, complete genome	USA		Vaccinium		2014	2023-05-04		blueberry green mosaic associated virus		Betaflexiviridae	Vitivirus		
NC_076687.1	2562808	Zostera virus T	Tepovirus tafzosterae		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	6992	complete	Zostera virus T isolate Z1, complete genome	Australia		Zostera muelleri		2015	2023-05-04		Zostera virus T		Betaflexiviridae	Tepovirus		
NC_076710.1	2705123	Cherry symptomless virus	Cherry symptomless virus		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	7460	complete	Cherry symptomless virus, complete genome	Georgia		Prunus avium		2016-10-24	2023-05-04							
NC_076711.1	2716617	Papaya mild mottle associated virus	Carlavirus mitipapayae		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	9081	complete	Papaya mild mottle associated virus isolate KE-Kwa-02, complete genome	Kenya: Kwale County		Carica papaya		2017	2023-05-04		papaya mild mottle associated virus		Betaflexiviridae	Carlavirus		
NC_076712.1	3071214	papaya mottle-associated virus	Carlavirus maculapapayae		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	9080	complete	Papaya mottle associated virus isolate KE-Mer-04, complete genome	Kenya: Meru County		Carica papaya		2017	2023-05-04		papaya mottle-associated virus		Betaflexiviridae	Carlavirus		
NC_076715.1	3071279	rubber tree virus 1	Capillovirus uniheveae		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	6811	complete	Rubber tree capillovirus 1 isolate RTCV1_HN/Qionghai, complete genome	China		Hevea brasiliensis		2017-10-01	2023-05-04		rubber tree virus 1		Betaflexiviridae	Capillovirus		
NC_076716.1	2650000	Rose virus A	Carlavirus alpharosae		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	8869	complete	Rose virus A isolate R11, complete genome	USA		Rosa lucieae		2018-06-22	2023-05-04		rose virus A		Betaflexiviridae	Carlavirus		
NC_076727.1	2715795	Actinidia yellowing virus 1	Waikavirus actinidiae		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	12149	complete	Actinidia yellowing virus 1 isolate AYV1-Zhouzhi, complete sequence	China		Actinidia		2018-04	2023-05-04		Actinidia yellowing virus 1		Secoviridae	Waikavirus		
NC_076731.1	2709319	Apple ourmia-like virus 2	Penoulivirus malus		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	2570	complete	MAG: Apple ourmia-like virus 2 isolate WA1 RNA-dependent RNA polymerase (QKR06_gp1) gene, complete cds	USA: Washington	WA	Malus domestica		2018-09	2023-05-04		apple ourmia-like virus 2		Botourmiaviridae	Penoulivirus		
NC_076825.1	33761	Groundnut rosette assistor virus	Polerovirus GRAV		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	5850	complete	Groundnut rosette assistor virus isolate SC7.1, complete genome	Kenya: Siaya county		Arachis		2015	2023-05-04		groundnut rosette assistor virus		Solemoviridae	Polerovirus		
NC_076854.1	1569061	Blackcurrant waikavirus A	Waikavirus ribesnigri		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	11833	complete	Blackcurrant waikavirus A isolate Oregon, complete genome	USA		Ribes nigrum		2013	2023-05-04		blackcurrant waikavirus A		Secoviridae	Waikavirus		
NC_076857.1	2726182	Plum viroid I	Apscaviroid latenspruni		RefSeq	NonSegmented_Complete	circular	ssRNA	RNA	316	complete	Plum viroid I isolate AK6, complete genome	South Africa		Prunus salicina			2023-05-04		plum viroid I		Pospiviroidae	Apscaviroid		
NC_076863.1	2810133	Ashitaba mosaic virus	Potyvirus ashitabae		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	9651	complete	Ashitaba mosaic virus isolate AshMV-AA, complete genome	Japan: Oshima		Angelica keiskei		2017	2023-05-04		ashitaba mosaic virus		Potyviridae	Potyvirus		
NC_076864.1	3071215	paper mulberry mosaic associated virus	Betacytorhabdovirus broussonetiae		RefSeq	NonSegmented_Complete	linear	ssRNA(-)	RNA	13736	complete	Paper mulberry mosaic-associated virus isolate SWU, complete genome	China		Broussonetia papyrifera		2019-06-21	2023-05-04		paper mulberry mosaic-associated virus		Rhabdoviridae	Betacytorhabdovirus		
NC_076865.1	2754817	Rubus virus 1	Foveavirus unirubi		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	8645	complete	Rubus virus 1 isolate E23, complete genome	Turkey		Rubus idaeus		2018	2023-05-04		Rubus virus 1		Betaflexiviridae	Foveavirus		
NC_076868.1	2793718	Dendrobium viroid	Apscaviroid dendrobii		RefSeq	NonSegmented_Complete	circular	ssRNA	RNA	324	complete	Dendrobium viroid isolate DVd D.nobile 1, complete genome	China: Anhui province		Dendrobium nobile		2009-09-01	2023-05-04		Dendrobium viroid		Pospiviroidae	Apscaviroid		
NC_076873.1	2763129	Cherry virus T	Tepovirus tafavii		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	6847	complete	Cherry virus T isolate 2/15a, complete genome	Czech Republic		Prunus cerasus		2008	2023-05-04		cherry virus T		Betaflexiviridae	Tepovirus		
NC_076883.1	2775266	Mirabilis crinkle mosaic virus	Potyvirus mirabilis		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	9666	complete	Mirabilis crinkle mosaic virus isolate MJ, complete genome	China: Yunnan		Mirabilis jalapa		2012	2023-05-04		Mirabilis crinkle mosaic virus		Potyviridae	Potyvirus		
NC_076884.1	2283237	Grapevine virus L	Vitivirus lambdavitis		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	7621	complete	Grapevine virus L isolate TX-WAT20, complete genome	USA: Austin Co., TX	TX	Vitis		2018-07	2023-05-04		grapevine virus L		Betaflexiviridae	Vitivirus		
NC_076885.1	2781948	Chestnut mosaic virus	Badnavirus tessellocastaneae		RefSeq	NonSegmented_Complete	circular	dsDNA-RT	DNA	7160	complete	Chestnut mosaic virus isolate FRlc1224A, complete genome	France		Castanea sativa			2023-05-04		chestnut mosaic virus		Caulimoviridae	Badnavirus		
NC_076896.1	2749300	Lettuce star mosaic virus	Sequivirus stellatum		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	10183	complete	Lettuce star mosaic virus isolate JG1-B, complete genome	France		Lactuca sativa		2014	2023-05-04		lettuce star mosaic virus		Secoviridae	Sequivirus		
NC_076898.1	2730538	Cucurbit cytorhabdovirus 1	Betacytorhabdovirus alphacucurbitae		RefSeq	NonSegmented_Complete	linear	ssRNA(-)	ss-RNA	13069	complete	Cucurbit cytorhabdovirus 1 isolate ND4, complete genome	Greece		Cucurbita pepo subsp. pepo		2018	2023-05-04		cucurbit cytorhabdovirus 1		Rhabdoviridae	Betacytorhabdovirus		
NC_076902.1	2753665	Achyranthes virus A	Potyvirus achyranthis		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	9491	complete	Achyranthes virus A isolate SK, complete genome	South Korea		Achyranthes bidentata		2016-05-12	2023-05-04		Achyranthes virus A		Potyviridae	Potyvirus		
NC_076904.1	3071225	Pennisetum alopecuroides mosaic virus	Potyvirus fountaingrassi		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	9734	complete	Pennisetum alopecuroides mosaic potyvirus, complete genome	China		Cenchrus compressus		2016-06	2023-05-04		Pennisetum alopecuroides mosaic virus		Potyviridae	Potyvirus		
NC_076909.1	2805917	Rose virus R	Betacytorhabdovirus alpharosae		RefSeq	NonSegmented_Complete	linear	ssRNA(-)	RNA	13601	complete	Rose virus R isolate MDR92016, complete genome	USA		Rosa hybrid cultivar		2016-05	2023-05-04		rose virus R		Rhabdoviridae	Betacytorhabdovirus		
NC_076910.1	870588	Snake melon asteroid mosaic virus	Sobemovirus SMAMV		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	4225	complete	Snake melon asteroid mosaic virus isolate Su95-67, complete genome	Sudan		Cucumis melo		2011	2023-05-04		snake melon asteroid mosaic virus		Solemoviridae	Sobemovirus		
NC_076913.1	2829853	Joa yellow blotch virus	Joa yellow blotch virus		RefSeq	NonSegmented_Complete	linear	ssRNA(-)	RNA	12965	complete	Joa yellow blotch virus isolate Manaus, complete genome	Brazil		Solanum aculeatissimum	plant leaf	2013-10	2023-05-04							
NC_076914.1	2813545	Chrysanthemum yellow dwarf virus	Chrysanthemum yellow dwarf virus		RefSeq	NonSegmented_Complete	linear	ssRNA(-)	RNA	14086	complete	Chrysanthemum yellow dwarf virus isolate cq, complete genome	China		Chrysanthemum x morifolium		2018-08	2023-05-04							
NC_076917.1	2796532	Soybean carlavirus 1	Carlavirus uniglycinis		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	8681	complete	Soybean carlavirus 1 strain SCV1-IL, complete genome	USA		Glycine max		2008	2023-05-04		soybean carlavirus 1		Betaflexiviridae	Carlavirus		
NC_076923.1	2822469	Poaceae Liege virus 1	Waikavirus liegense		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	11623	complete	Poaceae Liege virus 1 isolate Antheit polyprotein (QKT03_gp1) gene, complete cds	Belgium		Poa trivialis		2018	2023-05-04		poaceae Liege virus 1		Secoviridae	Waikavirus		
NC_076928.1	2805380	Agave virus T	Tepovirus tafagavis		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	6408	complete	Agave virus T isolate AT replicase (QKT08_gp1), movement protein (QKT08_gp2), and coat protein (QKT08_gp3) genes, complete cds	Mexico		Agave tequilana		2012	2023-05-04		Agave virus T		Betaflexiviridae	Tepovirus		
NC_076962.1	1609290	Tomato leaf curl Pakistan betasatellite	Betasatellite solanipakistanense		RefSeq	NonSegmented_Complete	circular	ssDNA	DNA	1373	complete	Tomato leaf curl Pakistan betasatellite complete sequence, clone HZ3	Pakistan:Punjab, Garh Maharaja		Cyamopsis tetragonoloba	plant leaf		2023-05-04		tomato leaf curl Pakistan betasatellite		Tolecusatellitidae	Betasatellite		
NC_076970.1	2793719	Agave tequilana virus 1	Alphanucleorhabdovirus agavis		RefSeq	NonSegmented_Complete	linear	ssRNA(-)	ss-RNA	13166	complete	Agave tequilana virus 1 N (QKT51_gp1), P (QKT51_gp2), P3 (QKT51_gp3), M (QKT51_gp4), G (QKT51_gp5), and L (QKT51_gp6) genes, complete cds			Agave tequilana			2023-05-04		Agave tequilana virus 1		Rhabdoviridae	Alphanucleorhabdovirus		
NC_076971.1	2793722	Asclepias syriaca virus 1	Alphacytorhabdovirus asclepiadis		RefSeq	NonSegmented_Complete	linear	ssRNA(-)	ss-RNA	13392	complete	Asclepias syriaca virus 1 N (QKT52_gp1), P (QKT52_gp2), P3 (QKT52_gp3), M (QKT52_gp4), G (QKT52_gp5), P6 (QKT52_gp6), and L (QKT52_gp7) genes, complete cds			Asclepias syriaca			2023-05-04		Asclepias syriaca virus 1		Rhabdoviridae	Alphacytorhabdovirus		
NC_076972.1	2793723	Asclepias syriaca virus 2	Betanucleorhabdovirus asclepiadis		RefSeq	NonSegmented_Complete	linear	ssRNA(-)	ss-RNA	12940	complete	Asclepias syriaca virus 2 N (QKT53_gp1), P (QKT53_gp2), P3 (QKT53_gp3), M (QKT53_gp4), G (QKT53_gp5), and L (QKT53_gp6) genes, complete cds			Asclepias syriaca			2023-05-04		Asclepias syriaca virus 2		Rhabdoviridae	Betanucleorhabdovirus		
NC_076973.1	2793738	Plectranthus aromaticus virus 1	Betanucleorhabdovirus plectranthi		RefSeq	NonSegmented_Complete	linear	ssRNA(-)	ss-RNA	12994	complete	Plectranthus aromaticus virus 1 N (QKT54_gp1), P (QKT54_gp2), P3 (QKT54_gp3), M (QKT54_gp4), G (QKT54_gp5), and L (QKT54_gp6) genes, complete cds			Plectranthus aromaticus			2023-05-04		Plectranthus aromaticus virus 1		Rhabdoviridae	Betanucleorhabdovirus		
NC_076974.1	2793739	Rhododendron delavayi virus 1	Betanucleorhabdovirus rhododendri		RefSeq	NonSegmented_Complete	linear	ssRNA(-)	ss-RNA	13719	complete	Rhododendron delavayi virus 1 N (QKT55_gp1), P (QKT55_gp2), P3 (QKT55_gp3), M (QKT55_gp4), G (QKT55_gp5), and L (QKT55_gp6) genes, complete cds			Rhododendron delavayi			2023-05-04		Rhododendon delavayi virus 1		Rhabdoviridae	Betanucleorhabdovirus		
NC_076975.1	2793721	Anthurium amnicola virus 1	Betacytorhabdovirus anthurii		RefSeq	NonSegmented_Complete	linear	ssRNA(-)	ss-RNA	12480	complete	Anthurium amnicola virus 1 N (QKT56_gp1), P (QKT56_gp2), P3 (QKT56_gp3), M (QKT56_gp4), G (QKT56_gp5), and L (QKT56_gp6) genes, complete cds			Anthurium amnicola			2023-05-04		Anthurium amnicola virus 1		Rhabdoviridae	Betacytorhabdovirus		
NC_076977.1	2793728	Glehnia littoralis virus 1	Alphacytorhabdovirus glehniae		RefSeq	NonSegmented_Complete	linear	ssRNA(-)	ss-RNA	12193	complete	Glehnia littoralis virus 1 N (QKT58_gp1), P (QKT58_gp2), P3 (QKT58_gp3), M (QKT58_gp4), G (QKT58_gp5), P6 (QKT58_gp6), and L (QKT58_gp7) genes, complete cds			Glehnia littoralis			2023-05-04		Glehnia littoralis virus 1		Rhabdoviridae	Alphacytorhabdovirus		
NC_076978.1	3070916	Gymnadenia densiflora virus 1	Gammacytorhabdovirus gymnadeniae		RefSeq	NonSegmented_Complete	linear	ssRNA(-)	ss-RNA	9865	complete	Gymnadenia x densiflora virus 1 N (QKT59_gp1), P (QKT59_gp2), M (QKT59_gp3), and L (QKT59_gp4) genes, complete cds			Gymnadenia x densiflora			2023-05-04		Gymnadenia densiflora virus 1		Rhabdoviridae	Gammacytorhabdovirus		
NC_076979.1	2793733	Nymphaea alba virus 1	Alphacytorhabdovirus nymphaeae		RefSeq	NonSegmented_Complete	linear	ssRNA(-)	ss-RNA	12886	complete	Nymphaea alba virus 1 N (QKT60_gp1), P (QKT60_gp2), P3 (QKT60_gp3), M (QKT60_gp4), G (QKT60_gp5), P6 (QKT60_gp6), and L (QKT60_gp7) genes, complete cds			Nymphaea alba			2023-05-04		Nymphaea alba virus 1		Rhabdoviridae	Alphacytorhabdovirus		
NC_076980.1	2793742	Tagetes erecta virus 1	Betacytorhabdovirus tagetis		RefSeq	NonSegmented_Complete	linear	ssRNA(-)	ss-RNA	11694	complete	Tagetes erecta virus 1 N (QKT61_gp1), P (QKT61_gp2), P3 (QKT61_gp3), M (QKT61_gp4), and L (QKT61_gp5) genes, complete cds			Tagetes erecta			2023-05-04		Tagetes erecta virus 1		Rhabdoviridae	Betacytorhabdovirus		
NC_076981.1	2793743	Trachyspermum ammi virus 1	Gammacytorhabdovirus trachyspermi		RefSeq	NonSegmented_Complete	linear	ssRNA(-)	ss-RNA	10920	complete	Trachyspermum ammi virus 1 N (QKT62_gp1), P (QKT62_gp2), P3 (QKT62_gp3), M (QKT62_gp4), and L (QKT62_gp5) genes, complete cds			Trachyspermum ammi			2023-05-04		Trachyspermum ammi virus 1		Rhabdoviridae	Gammacytorhabdovirus		
NC_076982.1	2793737	Pinus flexilis virus 1	Alphagymnorhavirus piniflexilis		RefSeq	NonSegmented_Complete	linear	ssRNA(-)	ss-RNA	11740	complete	Pinus flexilis virus 1 N (QKT63_gp1), protein 2 (QKT63_gp2), protein 3 (QKT63_gp3), protein 4 (QKT63_gp4), and L (QKT63_gp5) genes, complete cds			Pinus flexilis			2023-05-04		Pinus flexilis virus 1		Rhabdoviridae	Alphagymnorhavirus		
NC_076997.1	12204	Ornithogalum mosaic virus	Potyvirus ornithogalitessellati		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	9475	complete	Ornithogalum mosaic virus isolate Taean, complete genome	South Korea		Gladiolus		2011-06-23	2023-05-04		Ornithogalum stripe mosaic virus		Potyviridae	Potyvirus		
